District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
MALDAH, 2015-16,Rabi       ,32300,36261,1.122631579,Rapeseed &Mustard,West Bengal
MALDAH, 2016-17,Rabi       ,37832,44379,1.173054557,Rapeseed &Mustard,West Bengal
MALDAH, 2017-18,Rabi       ,46463,58903,1.267739922,Rapeseed &Mustard,West Bengal
MALDAH, 2018-19,Rabi       ,45729,71700,1.567932822,Rapeseed &Mustard,West Bengal
MALDAH, 2019-20,Rabi       ,43087,58187,1.350453733,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 1997-98,Whole Year ,9112,10720,1.176470588,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 1998-99,Rabi       ,8245,5180,0.628259551,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 1999-00,Rabi       ,4716,4151,0.880195081,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2000-01,Rabi       ,6198,6800,1.097128106,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2001-02,Rabi       ,4238,3429,0.80910807,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2002-03,Rabi       ,853,835,0.978898007,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2003-04,Rabi       ,4206,4444,1.05658583,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2004-05,Rabi       ,3986,4104,1.029603613,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2005-06,Rabi       ,3997,3427,0.857393045,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2006-07,Rabi       ,4001,2185,0.546113472,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2007-08,Rabi       ,4057,2868,0.7069263,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2008-09,Rabi       ,4083,2574,0.63041881,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2009-10,Rabi       ,3538,4183,1.182306388,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2010-11,Rabi       ,6435,7121,1.106604507,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2011-12,Rabi       ,7434,5422,0.729351628,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2012-13,Rabi       ,1216,1556,1.279605263,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2013-14,Rabi       ,1517,1449,0.955174687,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2014-15,Rabi       ,1224,1618,1.321895425,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2015-16,Rabi       ,518,439,0.847490347,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2016-17,Rabi       ,1824,1662,0.911184211,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2017-18,Rabi       ,2681,2863,1.067885117,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2018-19,Rabi       ,2057,1874,0.911035489,Rapeseed &Mustard,West Bengal
MEDINIPUR EAST, 2019-20,Rabi       ,3728,3415,0.916040773,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 1997-98,Whole Year ,18005,13650,0.758122744,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 1998-99,Rabi       ,15866,10250,0.646035548,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 1999-00,Rabi       ,12029,7683,0.638706459,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2000-01,Rabi       ,18951,20620,1.088069231,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2001-02,Rabi       ,18426,12155,0.65966569,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2002-03,Rabi       ,18451,14372,0.778927971,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2003-04,Rabi       ,21005,17838,0.849226375,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2004-05,Rabi       ,21672,16027,0.739525655,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2005-06,Rabi       ,20249,16736,0.826509951,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2006-07,Rabi       ,16981,13256,0.780637183,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2007-08,Rabi       ,16376,14811,0.904433317,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2008-09,Rabi       ,14818,11324,0.764205696,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2009-10,Rabi       ,11769,10174,0.864474467,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2010-11,Rabi       ,12452,11675,0.937600385,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2011-12,Rabi       ,15091,11737,0.777748327,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2012-13,Rabi       ,15750,13512,0.857904762,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2013-14,Rabi       ,15801,15809,1.000506297,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2014-15,Rabi       ,14667,10748,0.732801527,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2015-16,Rabi       ,6154,5566,0.904452389,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2016-17,Rabi       ,12379,9736,0.786493255,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2017-18,Rabi       ,10251,9594,0.935908692,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2018-19,Rabi       ,10907,10241,0.938938297,Rapeseed &Mustard,West Bengal
MEDINIPUR WEST, 2019-20,Rabi       ,13529,13683,1.011382955,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 1997-98,Whole Year ,49527,41810,0.844186,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 1998-99,Rabi       ,53586,44490,0.830254171,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 1999-00,Rabi       ,56124,47653,0.849066353,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2000-01,Rabi       ,64987,67030,1.031437057,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2001-02,Rabi       ,63005,54329,0.862296643,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2002-03,Rabi       ,62031,51270,0.826522223,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2003-04,Rabi       ,77506,81297,1.048912342,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2004-05,Rabi       ,76078,64526,0.84815584,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2005-06,Rabi       ,77281,82342,1.065488283,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2006-07,Rabi       ,77448,71277,0.920320731,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2007-08,Rabi       ,79426,76599,0.964407121,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2008-09,Rabi       ,83585,65269,0.780869773,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2009-10,Rabi       ,83151,111039,1.335389833,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2010-11,Rabi       ,88694,97736,1.101946017,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2011-12,Rabi       ,81411,81182,0.997187112,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2012-13,Rabi       ,87108,94679,1.086915094,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2013-14,Rabi       ,87179,95886,1.09987497,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2014-15,Rabi       ,88628,104301,1.176840276,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2015-16,Rabi       ,95206,112029,1.176701048,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2016-17,Rabi       ,92145,121203,1.315350806,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2017-18,Rabi       ,129259,167336,1.294579101,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2018-19,Rabi       ,127044,149990,1.18061459,Rapeseed &Mustard,West Bengal
MURSHIDABAD, 2019-20,Rabi       ,113670,135863,1.195240609,Rapeseed &Mustard,West Bengal
NADIA, 1997-98,Whole Year ,67792,55040,0.811895209,Rapeseed &Mustard,West Bengal
NADIA, 1998-99,Rabi       ,71682,54370,0.758488881,Rapeseed &Mustard,West Bengal
NADIA, 1999-00,Rabi       ,66464,52815,0.794640708,Rapeseed &Mustard,West Bengal
NADIA, 2000-01,Rabi       ,81569,72620,0.890289203,Rapeseed &Mustard,West Bengal
NADIA, 2001-02,Rabi       ,83099,54206,0.652306285,Rapeseed &Mustard,West Bengal
NADIA, 2002-03,Rabi       ,85437,76789,0.898779217,Rapeseed &Mustard,West Bengal
NADIA, 2003-04,Rabi       ,83598,79825,0.954867341,Rapeseed &Mustard,West Bengal
NADIA, 2004-05,Rabi       ,83576,65425,0.782820427,Rapeseed &Mustard,West Bengal
NADIA, 2005-06,Rabi       ,79232,71354,0.900570477,Rapeseed &Mustard,West Bengal
NADIA, 2006-07,Rabi       ,79609,69148,0.868595259,Rapeseed &Mustard,West Bengal
NADIA, 2007-08,Rabi       ,76982,68108,0.8847263,Rapeseed &Mustard,West Bengal
NADIA, 2008-09,Rabi       ,63379,51776,0.816926742,Rapeseed &Mustard,West Bengal
NADIA, 2009-10,Rabi       ,63286,69633,1.100290744,Rapeseed &Mustard,West Bengal
NADIA, 2010-11,Rabi       ,72847,74915,1.028388266,Rapeseed &Mustard,West Bengal
NADIA, 2011-12,Rabi       ,72224,68514,0.948632034,Rapeseed &Mustard,West Bengal
NADIA, 2012-13,Rabi       ,86465,103175,1.193257387,Rapeseed &Mustard,West Bengal
NADIA, 2013-14,Rabi       ,77153,90771,1.176506422,Rapeseed &Mustard,West Bengal
NADIA, 2014-15,Rabi       ,78893,96032,1.217243608,Rapeseed &Mustard,West Bengal
NADIA, 2015-16,Rabi       ,77049,92784,1.204220691,Rapeseed &Mustard,West Bengal
NADIA, 2016-17,Rabi       ,71222,85329,1.198070821,Rapeseed &Mustard,West Bengal
NADIA, 2017-18,Rabi       ,87891,94411,1.074182795,Rapeseed &Mustard,West Bengal
NADIA, 2018-19,Rabi       ,87654,99469,1.134791339,Rapeseed &Mustard,West Bengal
NADIA, 2019-20,Rabi       ,88518,89682,1.013149868,Rapeseed &Mustard,West Bengal
"PASCHIM BARDHAMAN
", 2016-17,Rabi       ,740,625,0.844594595,Rapeseed &Mustard,West Bengal
"PASCHIM BARDHAMAN
", 2017-18,Rabi       ,715,726,1.015384615,Rapeseed &Mustard,West Bengal
"PASCHIM BARDHAMAN
", 2018-19,Rabi       ,1209,1023,0.846153846,Rapeseed &Mustard,West Bengal
"PASCHIM BARDHAMAN
", 2019-20,Rabi       ,2565,2436,0.949707602,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 1997-98,Whole Year ,26483,19660,0.742363025,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 1998-99,Rabi       ,26269,20240,0.770489931,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 1999-00,Rabi       ,34280,30527,0.890519253,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2000-01,Rabi       ,49270,51920,1.053785265,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2001-02,Rabi       ,50273,37606,0.748035725,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2002-03,Rabi       ,42206,36224,0.858266597,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2003-04,Rabi       ,46452,41867,0.901295961,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2004-05,Rabi       ,46468,31031,0.66779289,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2005-06,Rabi       ,29182,27536,0.943595367,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2006-07,Rabi       ,28933,21334,0.737358725,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2007-08,Rabi       ,25630,21795,0.850370659,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2008-09,Rabi       ,27097,19885,0.733845075,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2009-10,Rabi       ,25480,24067,0.944544741,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2010-11,Rabi       ,20278,20091,0.990778183,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2011-12,Rabi       ,20283,17572,0.866341271,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2012-13,Rabi       ,21844,25507,1.167689068,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2013-14,Rabi       ,23213,23517,1.01309611,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2014-15,Rabi       ,22320,22087,0.989560932,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2015-16,Rabi       ,23958,22997,0.959888138,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2016-17,Rabi       ,23288,22895,0.983124356,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2017-18,Rabi       ,31910,34325,1.075681605,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2018-19,Rabi       ,32985,34801,1.055055328,Rapeseed &Mustard,West Bengal
PURBA BARDHAMAN, 2019-20,Rabi       ,34658,38502,1.110912343,Rapeseed &Mustard,West Bengal
PURULIA, 1997-98,Whole Year ,803,580,0.722291407,Rapeseed &Mustard,West Bengal
PURULIA, 1998-99,Rabi       ,580,300,0.517241379,Rapeseed &Mustard,West Bengal
PURULIA, 1999-00,Rabi       ,683,535,0.783308931,Rapeseed &Mustard,West Bengal
PURULIA, 2000-01,Rabi       ,456,440,0.964912281,Rapeseed &Mustard,West Bengal
PURULIA, 2001-02,Rabi       ,427,,0,Rapeseed &Mustard,West Bengal
PURULIA, 2002-03,Rabi       ,522,,0,Rapeseed &Mustard,West Bengal
PURULIA, 2003-04,Rabi       ,1316,860,0.653495441,Rapeseed &Mustard,West Bengal
PURULIA, 2004-05,Rabi       ,1286,873,0.678849145,Rapeseed &Mustard,West Bengal
PURULIA, 2005-06,Rabi       ,2202,1621,0.736148955,Rapeseed &Mustard,West Bengal
PURULIA, 2006-07,Rabi       ,4743,2525,0.532363483,Rapeseed &Mustard,West Bengal
PURULIA, 2007-08,Rabi       ,1519,711,0.468071099,Rapeseed &Mustard,West Bengal
PURULIA, 2008-09,Rabi       ,1235,623,0.504453441,Rapeseed &Mustard,West Bengal
PURULIA, 2009-10,Rabi       ,904,664,0.734513274,Rapeseed &Mustard,West Bengal
PURULIA, 2010-11,Rabi       ,886,542,0.611738149,Rapeseed &Mustard,West Bengal
PURULIA, 2011-12,Rabi       ,946,652,0.689217759,Rapeseed &Mustard,West Bengal
PURULIA, 2012-13,Rabi       ,820,571,0.696341463,Rapeseed &Mustard,West Bengal
PURULIA, 2013-14,Rabi       ,3187,3153,0.98933166,Rapeseed &Mustard,West Bengal
PURULIA, 2014-15,Rabi       ,1885,1508,0.8,Rapeseed &Mustard,West Bengal
PURULIA, 2015-16,Rabi       ,1165,786,0.674678112,Rapeseed &Mustard,West Bengal
PURULIA, 2016-17,Rabi       ,1409,1126,0.799148332,Rapeseed &Mustard,West Bengal
PURULIA, 2017-18,Rabi       ,4674,4130,0.883611468,Rapeseed &Mustard,West Bengal
PURULIA, 2018-19,Rabi       ,3278,3147,0.960036608,Rapeseed &Mustard,West Bengal
PURULIA, 2019-20,Rabi       ,4959,3952,0.796934866,Rapeseed &Mustard,West Bengal
24 PARAGANAS NORTH, 1997-98,Autumn     ,15017,33840,2.253446094,Rice,West Bengal
24 PARAGANAS NORTH, 1997-98,Summer     ,98044,269690,2.750703766,Rice,West Bengal
24 PARAGANAS NORTH, 1997-98,Winter     ,193202,381990,1.977153446,Rice,West Bengal
24 PARAGANAS NORTH, 1998-99,Autumn     ,21417,45870,2.141756549,Rice,West Bengal
24 PARAGANAS NORTH, 1998-99,Summer     ,114251,425881,3.727591006,Rice,West Bengal
24 PARAGANAS NORTH, 1998-99,Winter     ,199701,391190,1.958878523,Rice,West Bengal
24 PARAGANAS NORTH, 1999-00,Autumn     ,25760,60990,2.367624224,Rice,West Bengal
24 PARAGANAS NORTH, 1999-00,Summer     ,112461,345460,3.071820453,Rice,West Bengal
24 PARAGANAS NORTH, 1999-00,Winter     ,192944,423850,2.196751389,Rice,West Bengal
24 PARAGANAS NORTH, 2000-01,Autumn     ,28438,47660,1.675926577,Rice,West Bengal
24 PARAGANAS NORTH, 2000-01,Summer     ,109077,341715,3.13278693,Rice,West Bengal
24 PARAGANAS NORTH, 2000-01,Winter     ,136439,251580,1.843900937,Rice,West Bengal
24 PARAGANAS NORTH, 2001-02,Autumn     ,32824,75912,2.312698026,Rice,West Bengal
24 PARAGANAS NORTH, 2001-02,Summer     ,100153,316329,3.15845756,Rice,West Bengal
24 PARAGANAS NORTH, 2001-02,Winter     ,198499,463190,2.333462637,Rice,West Bengal
24 PARAGANAS NORTH, 2002-03,Autumn     ,17781,39008,2.193802373,Rice,West Bengal
24 PARAGANAS NORTH, 2002-03,Summer     ,88692,276560,3.118206828,Rice,West Bengal
24 PARAGANAS NORTH, 2002-03,Winter     ,180898,436010,2.410253292,Rice,West Bengal
24 PARAGANAS NORTH, 2003-04,Autumn     ,13747,33482,2.435585946,Rice,West Bengal
24 PARAGANAS NORTH, 2003-04,Summer     ,83792,265326,3.166483674,Rice,West Bengal
24 PARAGANAS NORTH, 2003-04,Winter     ,169933,402803,2.370363614,Rice,West Bengal
24 PARAGANAS NORTH, 2004-05,Autumn     ,18746,42098,2.245705751,Rice,West Bengal
24 PARAGANAS NORTH, 2004-05,Summer     ,89345,276187,3.091241815,Rice,West Bengal
24 PARAGANAS NORTH, 2004-05,Winter     ,157096,368303,2.344445435,Rice,West Bengal
24 PARAGANAS NORTH, 2005-06,Autumn     ,18148,43726,2.409411505,Rice,West Bengal
24 PARAGANAS NORTH, 2005-06,Summer     ,96675,283954,2.937201965,Rice,West Bengal
24 PARAGANAS NORTH, 2005-06,Winter     ,162284,389682,2.401234872,Rice,West Bengal
24 PARAGANAS NORTH, 2006-07,Autumn     ,17719,46279,2.61182911,Rice,West Bengal
24 PARAGANAS NORTH, 2006-07,Summer     ,89707,271884,3.030800272,Rice,West Bengal
24 PARAGANAS NORTH, 2006-07,Winter     ,170626,407810,2.39008123,Rice,West Bengal
24 PARAGANAS NORTH, 2007-08,Autumn     ,20861,44993,2.15679977,Rice,West Bengal
24 PARAGANAS NORTH, 2007-08,Summer     ,95528,294718,3.08514781,Rice,West Bengal
24 PARAGANAS NORTH, 2007-08,Winter     ,157175,404941,2.576370288,Rice,West Bengal
24 PARAGANAS NORTH, 2008-09,Autumn     ,22083,59411,2.690350043,Rice,West Bengal
24 PARAGANAS NORTH, 2008-09,Summer     ,95232,271409,2.849976899,Rice,West Bengal
24 PARAGANAS NORTH, 2008-09,Winter     ,157226,406213,2.583624846,Rice,West Bengal
24 PARAGANAS NORTH, 2009-10,Autumn     ,18839,50488,2.679972398,Rice,West Bengal
24 PARAGANAS NORTH, 2009-10,Summer     ,88725,276708,3.118715131,Rice,West Bengal
24 PARAGANAS NORTH, 2009-10,Winter     ,127578,331194,2.596011852,Rice,West Bengal
24 PARAGANAS NORTH, 2010-11,Autumn     ,18514,42008,2.268985632,Rice,West Bengal
24 PARAGANAS NORTH, 2010-11,Summer     ,77633,261587,3.369533575,Rice,West Bengal
24 PARAGANAS NORTH, 2010-11,Winter     ,127578,302957,2.374680588,Rice,West Bengal
24 PARAGANAS NORTH, 2011-12,Autumn     ,15789,42918,2.718221547,Rice,West Bengal
24 PARAGANAS NORTH, 2011-12,Summer     ,71962,225593,3.134890637,Rice,West Bengal
24 PARAGANAS NORTH, 2011-12,Winter     ,133756,329019,2.459844792,Rice,West Bengal
24 PARAGANAS NORTH, 2012-13,Autumn     ,13891,36080,2.5973652,Rice,West Bengal
24 PARAGANAS NORTH, 2012-13,Summer     ,70500,249051,3.532638298,Rice,West Bengal
24 PARAGANAS NORTH, 2012-13,Winter     ,133093,364032,2.735170144,Rice,West Bengal
24 PARAGANAS NORTH, 2013-14,Autumn     ,16286,46047,2.827397765,Rice,West Bengal
24 PARAGANAS NORTH, 2013-14,Summer     ,70880,231275,3.262909142,Rice,West Bengal
24 PARAGANAS NORTH, 2013-14,Winter     ,131943,391081,2.964014764,Rice,West Bengal
24 PARAGANAS NORTH, 2014-15,Autumn     ,15876,42913,2.703010834,Rice,West Bengal
24 PARAGANAS NORTH, 2014-15,Summer     ,70898,239229,3.374270078,Rice,West Bengal
24 PARAGANAS NORTH, 2014-15,Winter     ,139767,401623,2.873518069,Rice,West Bengal
24 PARAGANAS NORTH, 2015-16,Autumn     ,17924,49687,2.772093283,Rice,West Bengal
24 PARAGANAS NORTH, 2015-16,Summer     ,72439,240017,3.313367109,Rice,West Bengal
24 PARAGANAS NORTH, 2015-16,Winter     ,139946,389749,2.784995641,Rice,West Bengal
24 PARAGANAS NORTH, 2016-17,Autumn     ,20136,54174,2.690405244,Rice,West Bengal
24 PARAGANAS NORTH, 2016-17,Summer     ,61123,211172,3.454869689,Rice,West Bengal
24 PARAGANAS NORTH, 2016-17,Winter     ,143075,400528,2.799426874,Rice,West Bengal
24 PARAGANAS NORTH, 2017-18,Autumn     ,18561,54454,2.933785895,Rice,West Bengal
24 PARAGANAS NORTH, 2017-18,Summer     ,63492,218404,3.43986644,Rice,West Bengal
24 PARAGANAS NORTH, 2017-18,Winter     ,143736,417070,2.901639116,Rice,West Bengal
24 PARAGANAS NORTH, 2018-19,Autumn     ,19550,56300,2.879795396,Rice,West Bengal
24 PARAGANAS NORTH, 2018-19,Summer     ,69624,249118,3.5780478,Rice,West Bengal
24 PARAGANAS NORTH, 2018-19,Winter     ,142463,469611,3.296371689,Rice,West Bengal
24 PARAGANAS NORTH, 2019-20,Autumn     ,18673,56325,3.016387297,Rice,West Bengal
24 PARAGANAS NORTH, 2019-20,Summer     ,66443,250438,3.769215719,Rice,West Bengal
24 PARAGANAS NORTH, 2019-20,Winter     ,142057,361028,2.541430553,Rice,West Bengal
24 PARAGANAS SOUTH, 1997-98,Autumn     ,2409,5270,2.187629722,Rice,West Bengal
24 PARAGANAS SOUTH, 1997-98,Summer     ,54664,135730,2.482986975,Rice,West Bengal
24 PARAGANAS SOUTH, 1997-98,Winter     ,373220,494160,1.324044799,Rice,West Bengal
24 PARAGANAS SOUTH, 1998-99,Autumn     ,4337,7600,1.752363385,Rice,West Bengal
24 PARAGANAS SOUTH, 1998-99,Summer     ,80890,241720,2.988255656,Rice,West Bengal
24 PARAGANAS SOUTH, 1998-99,Winter     ,363033,500380,1.378331997,Rice,West Bengal
24 PARAGANAS SOUTH, 1999-00,Autumn     ,5314,10920,2.054949191,Rice,West Bengal
24 PARAGANAS SOUTH, 1999-00,Summer     ,76997,216290,2.809070483,Rice,West Bengal
24 PARAGANAS SOUTH, 1999-00,Winter     ,373726,705620,1.888067729,Rice,West Bengal
24 PARAGANAS SOUTH, 2000-01,Autumn     ,6927,12540,1.810307492,Rice,West Bengal
24 PARAGANAS SOUTH, 2000-01,Summer     ,83471,226170,2.709563801,Rice,West Bengal
24 PARAGANAS SOUTH, 2000-01,Winter     ,335463,628220,1.872695349,Rice,West Bengal
24 PARAGANAS SOUTH, 2001-02,Autumn     ,11309,31783,2.810416482,Rice,West Bengal
24 PARAGANAS SOUTH, 2001-02,Summer     ,82240,235784,2.867023346,Rice,West Bengal
24 PARAGANAS SOUTH, 2001-02,Winter     ,336114,736064,2.189923657,Rice,West Bengal
24 PARAGANAS SOUTH, 2002-03,Autumn     ,14120,33419,2.366784703,Rice,West Bengal
24 PARAGANAS SOUTH, 2002-03,Summer     ,76088,212342,2.790742298,Rice,West Bengal
24 PARAGANAS SOUTH, 2002-03,Winter     ,343596,694975,2.022651602,Rice,West Bengal
24 PARAGANAS SOUTH, 2003-04,Autumn     ,16217,34196,2.108651415,Rice,West Bengal
24 PARAGANAS SOUTH, 2003-04,Summer     ,77367,219865,2.841844714,Rice,West Bengal
24 PARAGANAS SOUTH, 2003-04,Winter     ,353858,715537,2.022102086,Rice,West Bengal
24 PARAGANAS SOUTH, 2004-05,Autumn     ,3151,7148,2.268486195,Rice,West Bengal
24 PARAGANAS SOUTH, 2004-05,Summer     ,55881,184157,3.295520839,Rice,West Bengal
24 PARAGANAS SOUTH, 2004-05,Winter     ,338291,720977,2.131233169,Rice,West Bengal
24 PARAGANAS SOUTH, 2005-06,Autumn     ,2163,6267,2.897364771,Rice,West Bengal
24 PARAGANAS SOUTH, 2005-06,Summer     ,54729,157009,2.868844671,Rice,West Bengal
24 PARAGANAS SOUTH, 2005-06,Winter     ,339079,682030,2.011419168,Rice,West Bengal
24 PARAGANAS SOUTH, 2006-07,Autumn     ,8002,18174,2.271182204,Rice,West Bengal
24 PARAGANAS SOUTH, 2006-07,Summer     ,76956,229965,2.988266022,Rice,West Bengal
24 PARAGANAS SOUTH, 2006-07,Winter     ,330060,662961,2.008607526,Rice,West Bengal
24 PARAGANAS SOUTH, 2007-08,Autumn     ,780,1793,2.298717949,Rice,West Bengal
24 PARAGANAS SOUTH, 2007-08,Summer     ,67424,225880,3.350142383,Rice,West Bengal
24 PARAGANAS SOUTH, 2007-08,Winter     ,324295,569092,1.754859002,Rice,West Bengal
24 PARAGANAS SOUTH, 2008-09,Autumn     ,4374,9064,2.072245085,Rice,West Bengal
24 PARAGANAS SOUTH, 2008-09,Summer     ,70032,189306,2.703135709,Rice,West Bengal
24 PARAGANAS SOUTH, 2008-09,Winter     ,341567,721518,2.112376196,Rice,West Bengal
24 PARAGANAS SOUTH, 2009-10,Autumn     ,3375,7686,2.277333333,Rice,West Bengal
24 PARAGANAS SOUTH, 2009-10,Summer     ,66402,176732,2.661546339,Rice,West Bengal
24 PARAGANAS SOUTH, 2009-10,Winter     ,314183,620950,1.976395922,Rice,West Bengal
24 PARAGANAS SOUTH, 2010-11,Autumn     ,5755,11330,1.96872285,Rice,West Bengal
24 PARAGANAS SOUTH, 2010-11,Summer     ,68304,216360,3.167603654,Rice,West Bengal
24 PARAGANAS SOUTH, 2010-11,Winter     ,297915,628668,2.110226071,Rice,West Bengal
24 PARAGANAS SOUTH, 2011-12,Autumn     ,7396,17323,2.342212006,Rice,West Bengal
24 PARAGANAS SOUTH, 2011-12,Summer     ,67579,215172,3.184006866,Rice,West Bengal
24 PARAGANAS SOUTH, 2011-12,Winter     ,313946,670597,2.136026578,Rice,West Bengal
24 PARAGANAS SOUTH, 2012-13,Autumn     ,3887,8958,2.304605094,Rice,West Bengal
24 PARAGANAS SOUTH, 2012-13,Summer     ,60283,181321,3.007829736,Rice,West Bengal
24 PARAGANAS SOUTH, 2012-13,Winter     ,314185,714056,2.272724669,Rice,West Bengal
24 PARAGANAS SOUTH, 2013-14,Autumn     ,4033,10921,2.707909745,Rice,West Bengal
24 PARAGANAS SOUTH, 2013-14,Summer     ,72967,231508,3.172776735,Rice,West Bengal
24 PARAGANAS SOUTH, 2013-14,Winter     ,316815,747982,2.360942506,Rice,West Bengal
24 PARAGANAS SOUTH, 2014-15,Autumn     ,5050,12760,2.526732673,Rice,West Bengal
24 PARAGANAS SOUTH, 2014-15,Summer     ,63392,211431,3.335294674,Rice,West Bengal
24 PARAGANAS SOUTH, 2014-15,Winter     ,325501,794541,2.440978676,Rice,West Bengal
24 PARAGANAS SOUTH, 2015-16,Autumn     ,4034,6605,1.637332672,Rice,West Bengal
24 PARAGANAS SOUTH, 2015-16,Summer     ,68388,226426,3.310902498,Rice,West Bengal
24 PARAGANAS SOUTH, 2015-16,Winter     ,319534,689776,2.158693598,Rice,West Bengal
24 PARAGANAS SOUTH, 2016-17,Autumn     ,4719,12170,2.578936215,Rice,West Bengal
24 PARAGANAS SOUTH, 2016-17,Summer     ,57608,200641,3.482866963,Rice,West Bengal
