year,mean_temperature_2m_max (Â°C)_quarter1,mean_temperature_2m_max (Â°C)_quarter2,mean_temperature_2m_max (Â°C)_quarter3,mean_temperature_2m_max (Â°C)_quarter4,mean_temperature_2m_min (Â°C)_quarter1,mean_temperature_2m_min (Â°C)_quarter2,mean_temperature_2m_min (Â°C)_quarter3,mean_temperature_2m_min (Â°C)_quarter4,mean_temperature_2m_mean (Â°C)_quarter1,mean_temperature_2m_mean (Â°C)_quarter2,mean_temperature_2m_mean (Â°C)_quarter3,mean_temperature_2m_mean (Â°C)_quarter4,mean_rain_sum (mm)_quarter1,mean_rain_sum (mm)_quarter2,mean_rain_sum (mm)_quarter3,mean_rain_sum (mm)_quarter4,mean_wind_speed_10m_max (km/h)_quarter1,mean_wind_speed_10m_max (km/h)_quarter2,mean_wind_speed_10m_max (km/h)_quarter3,mean_wind_speed_10m_max (km/h)_quarter4,mean_relative_humidity_2m (%)_quarter1,mean_relative_humidity_2m (%)_quarter2,mean_relative_humidity_2m (%)_quarter3,mean_relative_humidity_2m (%)_quarter4,mean_soil_temperature_0_to_7cm (Â°C)_quarter1,mean_soil_temperature_0_to_7cm (Â°C)_quarter2,mean_soil_temperature_0_to_7cm (Â°C)_quarter3,mean_soil_temperature_0_to_7cm (Â°C)_quarter4,mean_soil_moisture_0_to_7cm (mÂ³/mÂ³)_quarter1,mean_soil_moisture_0_to_7cm (mÂ³/mÂ³)_quarter2,mean_soil_moisture_0_to_7cm (mÂ³/mÂ³)_quarter3,mean_soil_moisture_0_to_7cm (mÂ³/mÂ³)_quarter4,district
2007,27.552222222222216,35.7021978021978,30.88152173913044,27.819565217391304,14.92888888888889,25.87802197802198,25.31086956521739,17.777173913043477,21.20777777777778,30.37912087912088,27.497826086956525,22.54565217391304,1.45,3.664835164835164,12.652173913043478,0.5750000000000001,10.507777777777775,14.127472527472529,13.160869565217393,9.369565217391305,62.86666666666667,65.99267399267399,86.96603260869566,70.1856884057971,22.61092592592593,32.45842490842491,28.32545289855073,23.68156702898551,0.188137037037037,0.225304945054945,0.401638134057971,0.2210520833333333,bankura
2008,28.309890109890112,35.36813186813187,30.855434782608693,28.601086956521737,15.26923076923077,25.026373626373623,25.208695652173912,18.33478260869565,21.68901098901099,29.73406593406593,27.371739130434776,23.33478260869565,0.5373626373626375,6.298901098901097,9.40108695652174,0.2847826086956522,11.352747252747257,12.89120879120879,13.05,8.819565217391306,58.77838827838828,67.52793040293041,86.53577898550725,69.66711956521739,23.26080586080586,31.700503663003666,28.223596014492752,24.72490942028985,0.161,0.2557619047619048,0.4012128623188405,0.1814008152173913,bankura
2009,30.20555555555556,37.12307692307692,31.300000000000004,28.144565217391307,16.33111111111111,25.73956043956043,25.648913043478263,17.157608695652176,23.238888888888887,31.191208791208787,27.881521739130434,22.347826086956523,0.3133333333333333,3.174725274725275,9.189130434782609,1.1793478260869563,10.52,15.032967032967033,13.018478260869566,9.641304347826086,55.54768518518519,59.33058608058608,85.61277173913044,69.39855072463769,25.387222222222224,33.23076923076923,28.855751811594203,23.42346014492753,0.1379217592592592,0.2030792124542124,0.388950634057971,0.2042903079710145,bankura
2010,30.11111111111111,38.10549450549451,31.573913043478264,27.756521739130434,16.3,27.10879120879121,25.668478260869566,18.635869565217394,23.02111111111111,32.04285714285715,28.093478260869563,22.922826086956523,0.21,2.295604395604396,4.665217391304348,1.2934782608695652,10.957777777777778,15.396703296703295,13.666304347826085,9.644565217391303,57.1375,62.90888278388278,83.17753623188406,73.53759057971014,24.894861111111112,34.473443223443226,29.164538043478263,23.71109601449276,0.1389337962962963,0.1952188644688645,0.3553469202898551,0.2540751811594203,bankura
2011,29.091111111111104,34.862637362637365,30.334782608695644,27.870652173913047,15.41666666666667,25.34175824175824,25.03369565217391,17.696739130434786,22.06111111111111,29.56923076923077,27.166304347826085,22.62391304347826,0.52,6.712087912087911,8.366304347826086,0.325,11.846666666666664,14.087912087912088,13.000000000000002,8.594565217391304,55.87453703703704,70.26282051282051,86.75996376811594,71.14628623188406,23.881157407407407,31.46597985347986,27.97042572463768,24.12975543478261,0.1497092592592592,0.2493044871794871,0.3958731884057971,0.1777386775362318,bankura
2012,28.58351648351648,37.91978021978023,30.846739130434784,27.132608695652177,15.494505494505496,26.781318681318684,25.15652173913043,16.782608695652172,21.985714285714288,31.761538461538457,27.451086956521745,21.61521739130435,0.4967032967032967,2.093406593406593,8.185869565217391,0.9739130434782608,10.74835164835165,15.385714285714288,12.32391304347826,9.496739130434785,56.434981684981686,59.05723443223443,85.86639492753623,72.6947463768116,23.748763736263733,34.19656593406593,28.505253623188405,22.515036231884057,0.1646039377289377,0.1879047619047619,0.3928899456521739,0.2401154891304348,bankura
2013,28.492222222222225,34.987912087912086,30.68260869565217,26.726086956521748,15.113333333333332,25.45494505494506,25.101086956521737,17.004347826086956,21.736666666666665,29.874725274725275,27.38369565217392,21.52717391304348,0.2777777777777778,3.940659340659341,8.572826086956521,3.013043478260869,10.983333333333333,14.98241758241758,12.732608695652177,10.27608695652174,57.22175925925926,67.03983516483517,85.82382246376811,74.80117753623189,23.51754629629629,31.59455128205128,28.358016304347824,22.52192028985507,0.142012037037037,0.2450027472527472,0.3837364130434782,0.2505656702898551,bankura
2014,27.315555555555555,37.37582417582418,30.817391304347822,27.40652173913044,14.865555555555554,26.01208791208791,25.2054347826087,16.91304347826087,20.973333333333336,31.55934065934066,27.53478260869565,21.922826086956523,0.5211111111111111,3.985714285714285,7.923913043478261,0.576086956521739,10.743333333333332,14.605494505494503,12.654347826086957,9.397826086956522,62.956944444444446,55.675824175824175,85.73233695652173,71.4429347826087,22.67152777777778,33.494780219780225,28.440172101449274,23.281702898550726,0.1568958333333333,0.2054990842490842,0.392518115942029,0.1921820652173912,bankura
2015,28.563333333333333,35.54395604395604,31.16195652173913,28.39565217391305,16.35777777777778,25.94505494505494,25.38913043478261,18.839130434782604,22.278888888888886,30.084615384615383,27.80217391304347,23.46195652173913,0.6477777777777778,4.28021978021978,10.443478260869568,0.3978260869565218,11.28888888888889,14.713186813186812,12.45978260869565,9.001086956521739,61.22222222222222,68.98214285714286,84.6009963768116,70.88315217391305,24.12828703703704,31.564331501831504,28.517028985507245,24.752717391304348,0.1598662037037037,0.2565723443223443,0.3895076992753623,0.1850819746376811,bankura
2016,29.44065934065934,37.4010989010989,30.74130434782609,27.835869565217383,17.37252747252747,26.59010989010989,25.382608695652173,17.97391304347826,23.21318681318681,31.484615384615385,27.494565217391308,22.5858695652174,0.789010989010989,2.33956043956044,8.490217391304347,0.698913043478261,11.008791208791209,15.073626373626372,13.355434782608691,10.18695652173913,62.777472527472526,61.40567765567766,86.20923913043478,73.0475543478261,24.955494505494503,33.42220695970696,28.376539855072465,23.67391304347826,0.1647728937728937,0.2220187728937729,0.3910461956521739,0.2142549818840579,bankura
2017,29.20222222222221,36.12197802197802,31.018478260869564,27.75108695652174,16.24777777777778,25.79230769230769,25.560869565217384,18.18804347826087,22.30333333333333,30.185714285714283,27.80869565217392,22.375,0.2155555555555555,4.117582417582417,10.581521739130435,3.190217391304348,12.572222222222225,16.540659340659342,12.72717391304348,11.283695652173916,59.91064814814815,71.37957875457876,86.9153079710145,77.66440217391305,24.3500462962963,32.44913003663003,29.1794384057971,23.73673007246377,0.1500083333333333,0.2343388278388278,0.4039157608695652,0.2624343297101449,bankura
2018,29.75222222222222,34.60769230769231,31.48913043478261,27.60217391304348,15.391111111111112,24.93956043956044,25.48804347826087,16.78369565217391,22.024444444444445,29.05494505494506,28.000000000000004,21.867391304347827,0.1877777777777777,5.687912087912087,9.260869565217392,1.9847826086956524,13.19,16.571428571428573,14.535869565217393,10.369565217391305,55.48796296296296,74.12087912087912,86.28940217391305,70.91259057971014,23.66708333333333,30.582142857142856,29.276177536231884,23.110733695652176,0.1254921296296296,0.2736836080586081,0.3975520833333333,0.2333297101449275,bankura
2019,28.40111111111112,36.45384615384616,31.41847826086956,27.23586956521739,14.976666666666665,25.52417582417582,25.63369565217392,18.073913043478257,21.24888888888889,30.2010989010989,28.02065217391304,22.219565217391303,0.9733333333333334,3.467032967032967,12.340217391304348,2.757608695652174,12.47,17.346153846153843,15.392391304347823,9.69782608695652,60.94814814814815,70.46978021978022,86.7038043478261,80.55117753623189,22.600277777777777,31.87284798534798,28.84900362318841,23.44954710144928,0.172824074074074,0.2242586996336996,0.3875384963768116,0.2649451992753623,bankura
2020,26.847252747252742,33.96923076923077,31.744565217391305,28.616304347826084,14.806593406593407,24.584615384615383,25.84565217391304,18.22282608695652,20.513186813186813,28.743956043956047,28.282608695652176,22.93152173913043,0.8780219780219779,5.610989010989012,10.596739130434782,1.3293478260869565,11.673626373626371,16.248351648351647,14.293478260869565,10.690217391304348,68.64835164835165,73.89010989010988,87.16711956521739,71.52445652173913,21.609844322344323,29.98525641025641,29.07980072463768,24.22971014492753,0.2043946886446886,0.2760499084249084,0.3893242753623188,0.2061308876811594,bankura
2021,30.07777777777777,34.954945054945064,31.18152173913043,27.53152173913044,15.766666666666667,25.02747252747253,25.48586956521739,18.2108695652174,22.59888888888889,29.51538461538461,27.81739130434783,22.39021739130435,0.0622222222222222,6.062637362637364,12.994565217391305,2.885869565217391,12.365555555555556,15.431868131868134,14.806521739130435,10.007608695652175,53.63611111111111,69.21199633699634,87.6231884057971,77.67074275362319,24.37833333333333,31.08576007326007,28.62255434782609,23.522192028985508,0.1292148148148148,0.2493956043956044,0.396971920289855,0.2914039855072464,bankura
2022,27.64333333333333,36.29010989010989,31.398913043478263,28.595652173913045,14.856666666666673,25.468131868131863,25.155434782608697,17.518478260869568,20.78777777777778,30.045054945054943,27.631521739130434,22.4804347826087,0.8688888888888887,3.4263736263736257,10.719565217391304,1.393478260869565,12.014444444444443,18.28021978021978,15.716304347826084,10.855434782608697,68.32175925925925,71.28891941391942,86.85235507246377,69.19429347826087,21.85953703703704,31.776510989011,28.721512681159425,23.932336956521738,0.2256925925925925,0.2171025641025641,0.3805335144927536,0.202004981884058,bankura
1997,27.043333333333333,33.979120879120885,30.976086956521737,26.894565217391307,15.170000000000002,24.454945054945057,25.21630434782609,18.05869565217392,20.947777777777777,28.678021978021977,27.43586956521739,22.242391304347823,0.7322222222222221,5.154945054945055,12.536956521739132,0.6010869565217392,10.97111111111111,13.432967032967031,11.735869565217394,8.486956521739131,59.42453703703704,71.2257326007326,87.30298913043478,70.59057971014492,21.647222222222226,29.80874542124542,28.183514492753623,23.207608695652173,0.2234773148148148,0.3458090659340659,0.4141286231884057,0.2506548913043478,birbhum
1998,25.767777777777777,34.06923076923077,31.358695652173907,27.981521739130425,15.232222222222225,25.3868131868132,25.79021739130435,19.534782608695654,20.23111111111111,29.218681318681323,27.994565217391308,23.38478260869565,1.6177777777777778,4.403296703296703,8.243478260869566,1.15,10.762222222222222,13.425274725274724,11.75108695652174,8.784782608695652,66.07083333333334,74.94001831501832,85.97282608695652,72.80208333333333,21.11157407407408,30.18374542124541,28.77223731884058,24.206929347826083,0.2651699074074074,0.3535934065934066,0.4016829710144927,0.3047803442028985,birbhum
1999,29.39333333333333,34.575824175824174,30.658695652173908,27.72608695652174,16.545555555555556,25.54615384615384,25.201086956521745,18.53152173913044,22.736666666666665,29.551648351648343,27.37717391304348,22.80434782608696,0.0022222222222222,6.274725274725276,8.831521739130435,0.9119565217391304,11.65888888888889,13.734065934065931,12.16304347826087,9.301086956521742,50.364814814814814,71.90613553113553,86.67980072463769,69.50996376811594,23.807314814814816,30.9529761904762,28.156385869565216,23.600226449275365,0.1551833333333333,0.3029876373626374,0.4107287137681159,0.280695652173913,birbhum
2000,26.85054945054945,33.716483516483514,31.24130434782609,28.20543478260869,15.348351648351647,25.048351648351648,25.30978260869565,18.22717391304348,20.93406593406593,28.91648351648352,27.786956521739125,22.981521739130432,0.8703296703296703,5.707692307692308,8.290217391304349,0.7706521739130435,10.421978021978022,13.332967032967035,12.42934782608696,8.648913043478261,60.08974358974359,75.20924908424908,83.69610507246377,66.9026268115942,21.732005494505493,30.08269230769231,28.67223731884058,23.698188405797104,0.22003663003663,0.3503534798534798,0.3971639492753623,0.2525679347826087,birbhum
2001,28.071111111111108,33.22857142857143,31.37282608695652,27.671739130434784,15.219999999999995,24.56263736263736,25.425,18.793478260869563,21.526666666666667,28.45164835164836,27.839130434782607,22.92391304347826,0.3266666666666667,7.782417582417583,5.9739130434782615,1.1869565217391305,10.513333333333332,13.324175824175825,11.764130434782608,8.480434782608697,52.26851851851852,72.90018315018315,84.64175724637681,72.68704710144928,22.47606481481481,29.669780219780225,28.67481884057971,23.71698369565217,0.1641050925925926,0.3193869047619048,0.3999044384057971,0.2829415760869565,birbhum
2002,28.221111111111107,32.56923076923077,31.48260869565217,27.53152173913043,16.586666666666666,24.61428571428572,25.53478260869565,18.146739130434785,22.225555555555555,28.021978021978025,27.93913043478261,22.593478260869563,0.5044444444444445,7.6,8.342391304347826,0.8239130434782609,10.64222222222222,13.73296703296703,12.058695652173911,8.580434782608695,59.58796296296296,79.43956043956044,84.62998188405797,71.375,23.18337962962963,29.158012820512823,28.68464673913044,23.20625,0.1968953703703703,0.3554162087912088,0.4043351449275362,0.2940416666666667,birbhum
2003,26.066666666666663,35.332967032967034,31.128260869565214,26.89565217391305,15.240000000000002,25.530769230769227,25.470652173913045,18.11847826086957,20.371111111111112,29.87582417582417,27.73804347826087,22.242391304347827,1.0422222222222222,4.524175824175824,7.391304347826086,2.8369565217391304,10.214444444444446,14.571428571428577,12.26086956521739,8.729347826086956,69.28564814814816,68.92078754578755,85.69927536231884,73.34465579710145,21.358935185185185,31.068086080586085,28.56041666666667,22.93596014492753,0.250174537037037,0.3030837912087912,0.4058351449275362,0.303263134057971,birbhum
2004,28.46043956043956,35.38351648351649,31.007608695652166,27.458695652173915,16.243956043956043,25.78791208791209,25.30434782608696,18.366304347826087,22.165934065934064,29.87802197802198,27.540217391304346,22.696739130434786,0.2241758241758242,3.927472527472528,8.668478260869566,1.6032608695652173,10.586813186813185,14.029670329670331,13.974999999999998,8.927173913043477,58.79029304029304,69.73031135531136,85.65353260869566,69.94565217391305,23.170054945054947,31.3228021978022,28.334193840579708,23.51082427536232,0.189304945054945,0.2721263736263736,0.4073038949275362,0.256052536231884,birbhum
2005,28.026666666666674,36.26043956043956,31.87826086956522,26.963043478260868,17.03222222222222,25.88351648351648,25.82934782608696,17.95,22.282222222222224,30.53296703296704,28.294565217391305,22.168478260869566,0.902222222222222,2.4626373626373628,7.225,3.505434782608696,11.516666666666667,14.147252747252749,12.113043478260868,8.789130434782608,62.80601851851852,64.75503663003663,83.47916666666667,71.7685688405797,23.16106481481481,31.976373626373626,29.23659420289855,22.98016304347826,0.2116263888888888,0.2603301282051282,0.4020307971014493,0.2833469202898551,birbhum
2006,29.756666666666664,34.66813186813187,31.43369565217392,28.220652173913045,17.034444444444446,25.53296703296703,25.57717391304348,18.921739130434784,23.19555555555556,29.5956043956044,27.93478260869565,23.30869565217392,0.1066666666666666,4.302197802197802,7.393478260869564,0.4869565217391304,10.74777777777778,12.094505494505496,13.72717391304348,8.17282608695652,52.96388888888889,70.55128205128206,84.34510869565217,71.34284420289855,24.127314814814813,31.127564102564104,28.86589673913043,24.12776268115942,0.1582930555555555,0.2969143772893773,0.4039696557971014,0.2725452898550724,birbhum
2007,27.265555555555547,35.54285714285715,31.355434782608693,27.64347826086957,15.63111111111111,26.07582417582417,25.75434782608696,18.704347826086952,21.21555555555556,30.33296703296704,27.978260869565226,22.9108695652174,0.7777777777777778,4.170329670329671,10.684782608695652,0.8815217391304349,10.416666666666666,13.748351648351647,12.47608695652174,8.392391304347827,61.17453703703704,65.93727106227107,85.43115942028986,70.79936594202898,22.087824074074074,31.72284798534799,28.689764492753625,23.666666666666668,0.2215416666666666,0.2786813186813187,0.4064044384057971,0.2826136775362318,birbhum
2008,27.56263736263736,34.86593406593407,31.27500000000001,28.31304347826088,16.041758241758245,25.33296703296704,25.539130434782606,19.032608695652176,21.65054945054945,29.642857142857142,27.82608695652174,23.534782608695647,0.4989010989010989,6.301098901098901,9.615217391304348,0.4184782608695652,10.428571428571429,12.0,11.959782608695654,8.064130434782609,59.67307692307692,68.06456043956044,85.5697463768116,70.94157608695652,22.47165750915751,30.967307692307696,28.637409420289853,24.315353260869564,0.2072380952380952,0.2844271978021978,0.405674365942029,0.2493432971014492,birbhum
2009,29.54222222222221,36.19450549450549,31.768478260869568,27.99891304347826,16.954444444444444,25.84395604395604,26.01304347826088,18.14239130434783,23.13555555555556,30.703296703296704,28.24021739130435,22.8195652173913,0.2999999999999999,4.230769230769231,11.076086956521738,1.2706521739130434,10.433333333333334,14.049450549450553,12.80108695652174,9.126086956521736,55.23425925925926,61.6698717948718,85.09103260869566,68.66032608695652,24.14763888888889,32.10874542124542,29.06639492753624,23.48147644927536,0.1699879629629629,0.2654610805860805,0.4071467391304348,0.2702966485507246,birbhum
2010,29.79777777777777,36.91868131868132,32.15978260869565,27.403260869565216,17.014444444444443,26.81648351648352,26.12608695652174,19.18804347826087,23.16555555555556,31.22417582417582,28.52173913043477,23.01630434782609,0.1644444444444444,3.851648351648352,5.886956521739131,1.5260869565217392,11.774444444444445,14.492307692307692,12.62391304347826,8.854347826086956,55.52314814814815,67.1698717948718,82.48913043478261,74.22327898550725,24.19939814814815,32.70123626373626,29.5638134057971,23.69927536231884,0.1640388888888889,0.2773910256410256,0.3962540760869565,0.3262961956521739,birbhum
2011,28.22222222222223,33.714285714285715,30.93586956521739,27.675000000000004,15.922222222222222,25.07582417582417,25.534782608695654,18.591304347826085,21.82,28.85054945054945,27.725,22.925,0.1822222222222222,6.4692307692307685,9.416304347826086,0.3967391304347826,11.475555555555555,12.82087912087912,12.597826086956523,7.72391304347826,57.27361111111111,74.14377289377289,84.9134963768116,72.45335144927536,22.69837962962963,30.11158424908425,28.49343297101449,23.87971014492753,0.1852708333333333,0.326654304029304,0.4029157608695651,0.2527264492753623,birbhum
2012,27.818681318681325,37.28791208791208,31.39565217391305,26.788043478260864,16.007692307692306,26.834065934065936,25.57065217391304,17.59673913043478,21.724175824175827,31.55274725274726,27.926086956521736,21.843478260869567,0.3747252747252747,2.931868131868131,8.947826086956523,1.8195652173913044,10.883516483516484,14.2989010989011,12.345652173913043,8.830434782608696,56.20879120879121,59.36172161172161,84.7794384057971,72.94746376811594,22.656135531135533,33.0728021978022,28.852898550724635,22.6026268115942,0.1908649267399267,0.2259642857142857,0.4052092391304348,0.3163378623188406,birbhum
2013,27.68222222222222,34.23736263736264,31.303260869565225,26.85760869565217,15.71,25.33186813186813,25.561956521739127,18.007608695652173,21.516666666666666,29.28461538461539,27.95217391304348,22.093478260869563,0.1655555555555555,3.565934065934066,6.641304347826088,1.830434782608696,10.317777777777776,14.015384615384615,12.519565217391309,9.227173913043478,58.12777777777778,69.21382783882784,83.76947463768116,73.86367753623189,22.358796296296298,30.48333333333333,28.85122282608696,22.78763586956521,0.1952402777777778,0.2896057692307692,0.3976358695652174,0.2985416666666667,birbhum
2014,26.20888888888889,36.4956043956044,31.50108695652173,27.22391304347826,15.344444444444443,26.048351648351648,25.71739130434782,17.85217391304348,20.608888888888888,30.91978021978023,28.05217391304348,22.31847826086957,0.8488888888888889,5.076923076923077,8.058695652173913,0.491304347826087,10.797777777777778,13.496703296703297,12.09891304347826,8.578260869565216,64.64953703703704,58.313644688644686,84.45199275362319,72.56385869565217,21.482314814814817,32.170146520146524,28.89284420289855,23.186503623188408,0.2354333333333333,0.2496103479853479,0.403388134057971,0.2555901268115942,birbhum
2015,27.332222222222224,33.98241758241758,31.60869565217392,28.02173913043478,16.365555555555556,25.57802197802197,25.78804347826087,19.38369565217392,21.627777777777776,29.20549450549451,28.15760869565218,23.56630434782608,1.05,4.98021978021978,12.618478260869566,0.3826086956521739,10.73,12.921978021978022,11.861956521739131,7.992391304347826,65.15648148148148,74.01785714285714,83.7278079710145,71.83061594202898,22.66898148148148,30.321794871794868,28.81227355072464,24.406476449275363,0.206499537037037,0.3409720695970696,0.4011245471014493,0.2457576992753623,birbhum
2016,28.302197802197803,35.58131868131868,31.40217391304348,27.98152173913044,17.18461538461538,25.9956043956044,25.794565217391305,19.30978260869565,22.57362637362637,30.20549450549451,28.01195652173913,23.405434782608697,0.7846153846153847,3.589010989010989,9.810869565217391,0.7891304347826086,10.5989010989011,14.016483516483516,12.904347826086957,9.18804347826087,64.17490842490842,66.84706959706959,85.28894927536231,72.4375,23.505173992673992,31.536813186813184,28.85715579710145,24.28215579710145,0.2155325091575091,0.3119349816849817,0.4064583333333333,0.2640217391304348,birbhum
