district,year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State,mean_temperature_2m_mean (Â°C)_seasonal,mean_relative_humidity_2m (%)_seasonal,mean_temperature_2m_max (Â°C)_seasonal,mean_soil_temperature_0_to_7cm (Â°C)_seasonal,mean_temperature_2m_min (Â°C)_seasonal,mean_soil_moisture_0_to_7cm (mÂ³/mÂ³)_seasonal,mean_wind_speed_10m_max (km/h)_seasonal,mean_rain_sum (mm)_seasonal
24 paraganas north,1997,Winter,4205800.0,3183800.0,0.7570022350087974,Oilseeds,West Bengal,22.57247584541063,71.04735305958133,27.968055555555562,24.24870219404187,17.768949275362317,0.20308634762479866,10.390048309178745,0.9558937198067634
24 paraganas north,1997,Whole Year,6199.0,131431.0,21.20196805936441,Potato,West Bengal,25.332406699580613,77.51048772584099,29.934613062058716,26.727148865375767,21.62195672081542,0.28278616259445055,12.339231034665818,5.097359783935872
24 paraganas north,1997,Whole Year,33993.0,25070.0,0.7375047803959639,Rapeseed &Mustard,West Bengal,25.332406699580613,77.51048772584099,29.934613062058716,26.727148865375767,21.62195672081542,0.28278616259445055,12.339231034665818,5.097359783935872
24 paraganas north,1997,Autumn,15017.0,33840.0,2.253446094426317,Rice,West Bengal,24.616304347826087,78.23128019323671,28.912318840579708,25.97173913043478,21.048550724637682,0.27623928140096615,10.7,4.52427536231884
24 paraganas north,1997,Summer,98044.0,269690.0,2.750703765656236,Rice,West Bengal,28.49010989010989,80.18818681318682,32.91538461538461,29.76707875457875,25.1934065934066,0.3147115384615384,15.068131868131868,6.143956043956044
24 paraganas north,1997,Winter,193202.0,381990.0,1.977153445616505,Rice,West Bengal,22.57247584541063,71.04735305958133,27.968055555555562,24.24870219404187,17.768949275362317,0.20308634762479866,10.390048309178745,0.9558937198067634
24 paraganas north,1997,Whole Year,6188.0,3875.0,0.6262120232708468,Sesamum,West Bengal,25.332406699580613,77.51048772584099,29.934613062058716,26.727148865375767,21.62195672081542,0.28278616259445055,12.339231034665818,5.097359783935872
24 paraganas north,1997,Whole Year,183.0,12060.0,65.90163934426229,Sugarcane,West Bengal,25.332406699580613,77.51048772584099,29.934613062058716,26.727148865375767,21.62195672081542,0.28278616259445055,12.339231034665818,5.097359783935872
24 paraganas north,1997,Whole Year,820.0,1701.0,2.074390243902439,Turmeric,West Bengal,25.332406699580613,77.51048772584099,29.934613062058716,26.727148865375767,21.62195672081542,0.28278616259445055,12.339231034665818,5.097359783935872
24 paraganas north,1997,Monsoon,1992.0,1310.0,0.6576305220883534,Urad,West Bengal,27.694565217391304,87.7590579710145,30.88695652173913,28.644112318840584,25.75652173913044,0.4102604166666667,13.508695652173914,12.333695652173914
24 paraganas north,1997,Winter,295.0,58.0,0.1966101694915254,Urad,West Bengal,22.57247584541063,71.04735305958133,27.968055555555562,24.24870219404187,17.768949275362317,0.20308634762479866,10.390048309178745,0.9558937198067634
24 paraganas north,1997,Winter,6790.0,11950.0,1.759941089837997,Wheat,West Bengal,22.57247584541063,71.04735305958133,27.968055555555562,24.24870219404187,17.768949275362317,0.20308634762479866,10.390048309178745,0.9558937198067634
24 paraganas north,1998,Whole Year,1383.0,2196.0,1.587852494577007,Arecanut,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Monsoon,61.0,50.0,0.819672131147541,Arhar/Tur,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Whole Year,2990.0,55682800.0,18623.01003344481,Coconut,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Whole Year,3416.0,4447.0,1.301814988290398,Dry chillies,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Monsoon,287.0,409.0,1.425087108013937,Ginger,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Winter,1191.0,890.0,0.7472712006717045,Gram,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Whole Year,2110.0,3248.0,1.539336492890995,Groundnut,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Monsoon,58511.0,815790.0,13.94250653723232,Jute,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Winter,202.0,200.0,0.99009900990099,Khesari,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Winter,149.0,30.0,0.2013422818791946,Linseed,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Winter,4901.0,3220.0,0.657008773719649,Masoor,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Monsoon,1159.0,10440.0,9.007765314926662,Mesta,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Monsoon,14.0,6.0,0.4285714285714285,Moong(Green Gram),West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Summer,86.0,30.0,0.3488372093023256,Moong(Green Gram),West Bengal,29.48901098901099,79.93360805860806,33.72527472527472,30.56456043956044,26.42087912087912,0.3080032051282051,16.026373626373626,4.7505494505494505
24 paraganas north,1998,Winter,1081.0,790.0,0.730804810360777,Peas & beans (Pulses),West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Whole Year,7927.0,166929.0,21.0582818216223,Potato,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Winter,33603.0,24310.0,0.7234473112519716,Rapeseed &Mustard,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Autumn,21417.0,45870.0,2.141756548536209,Rice,West Bengal,25.144565217391303,80.32246376811594,29.41159420289855,26.16731582125604,21.83586956521739,0.31545667270531397,11.306884057971015,4.126449275362319
24 paraganas north,1998,Summer,114251.0,425881.0,3.727591005768002,Rice,West Bengal,29.48901098901099,79.93360805860806,33.72527472527472,30.56456043956044,26.42087912087912,0.3080032051282051,16.026373626373626,4.7505494505494505
24 paraganas north,1998,Winter,199701.0,391190.0,1.958878523392472,Rice,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1998,Whole Year,2956.0,3035.0,1.026725304465494,Sesamum,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Whole Year,352.0,23160.0,65.79545454545455,Sugarcane,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Monsoon,12.0,8.0,0.6666666666666666,Sunflower,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Whole Year,822.0,2044.0,2.48661800486618,Turmeric,West Bengal,25.68381675691458,78.83515573848454,30.095757087115782,26.84218630554229,22.166113500026547,0.2990769561733556,12.697456933163455,4.36981127568084
24 paraganas north,1998,Monsoon,1738.0,1240.0,0.713463751438435,Urad,West Bengal,28.00326086956522,87.23460144927536,31.067391304347822,28.938088768115943,26.07065217391304,0.4005892210144927,14.068478260869565,9.138043478260869
24 paraganas north,1998,Winter,8621.0,18030.0,2.09140470943046,Wheat,West Bengal,22.621497584541057,74.08620672302737,27.795181159420295,23.933048007246377,18.086461352657004,0.2438576992753623,10.347487922705314,1.7953260869565217
24 paraganas north,1999,Whole Year,1410.0,2280.0,1.617021276595745,Arecanut,West Bengal,25.899667078091,74.73019472978712,30.753373214949303,27.496893179535846,21.98951856718161,0.26648766968488435,12.934367335562987,3.791256768593725
24 paraganas north,1999,Monsoon,74.0,90.0,1.216216216216216,Arhar/Tur,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Whole Year,3010.0,49878700.0,16570.99667774086,Coconut,West Bengal,25.899667078091,74.73019472978712,30.753373214949303,27.496893179535846,21.98951856718161,0.26648766968488435,12.934367335562987,3.791256768593725
24 paraganas north,1999,Autumn,1054.0,1067.0,1.012333965844402,Dry chillies,West Bengal,24.61304347826087,78.18599033816425,28.99239130434782,25.67256944444444,21.026449275362314,0.30209390096618355,11.193840579710145,3.982246376811594
24 paraganas north,1999,Winter,2722.0,4181.0,1.53600293901543,Dry chillies,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Monsoon,256.0,358.0,1.3984375,Ginger,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Winter,909.0,727.0,0.7997799779977998,Gram,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Monsoon,17.0,37.0,2.176470588235294,Groundnut,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Summer,2441.0,3910.0,1.601802539942647,Groundnut,West Bengal,29.52637362637364,77.49221611721612,34.07912087912088,31.585393772893774,26.44505494505495,0.2701300366300366,16.75384615384615,4.775824175824176
24 paraganas north,1999,Monsoon,57060.0,790480.0,13.85348755695759,Jute,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Winter,84.0,71.0,0.8452380952380952,Khesari,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Winter,4520.0,2201.0,0.4869469026548672,Masoor,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Monsoon,637.0,7530.0,11.82103610675039,Mesta,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Summer,109.0,30.0,0.2752293577981652,Moong(Green Gram),West Bengal,29.52637362637364,77.49221611721612,34.07912087912088,31.585393772893774,26.44505494505495,0.2701300366300366,16.75384615384615,4.775824175824176
24 paraganas north,1999,Winter,496.0,465.0,0.9375,Peas & beans (Pulses),West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Winter,7554.0,159827.0,21.15792957373577,Potato,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Winter,35859.0,30606.0,0.8535095791851418,Rapeseed &Mustard,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Autumn,25760.0,60990.0,2.367624223602484,Rice,West Bengal,24.61304347826087,78.18599033816425,28.99239130434782,25.67256944444444,21.026449275362314,0.30209390096618355,11.193840579710145,3.982246376811594
24 paraganas north,1999,Summer,112461.0,345460.0,3.071820453312704,Rice,West Bengal,29.52637362637364,77.49221611721612,34.07912087912088,31.585393772893774,26.44505494505495,0.2701300366300366,16.75384615384615,4.775824175824176
24 paraganas north,1999,Winter,192944.0,423850.0,2.196751389004064,Rice,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,1999,Autumn,10.0,3.0,0.3,Sesamum,West Bengal,24.61304347826087,78.18599033816425,28.99239130434782,25.67256944444444,21.026449275362314,0.30209390096618355,11.193840579710145,3.982246376811594
24 paraganas north,1999,Summer,3766.0,3280.0,0.8709506107275624,Sesamum,West Bengal,29.52637362637364,77.49221611721612,34.07912087912088,31.585393772893774,26.44505494505495,0.2701300366300366,16.75384615384615,4.775824175824176
24 paraganas north,1999,Whole Year,1003.0,59461.0,59.28315054835493,Sugarcane,West Bengal,25.899667078091,74.73019472978712,30.753373214949303,27.496893179535846,21.98951856718161,0.26648766968488435,12.934367335562987,3.791256768593725
24 paraganas north,1999,Monsoon,7.0,9.0,1.285714285714286,Sunflower,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Whole Year,864.0,2243.0,2.596064814814815,Turmeric,West Bengal,25.899667078091,74.73019472978712,30.753373214949303,27.496893179535846,21.98951856718161,0.26648766968488435,12.934367335562987,3.791256768593725
24 paraganas north,1999,Monsoon,3317.0,2531.0,0.7630388905637624,Urad,West Bengal,27.55434782608696,86.91304347826087,30.62934782608696,28.5611865942029,25.54891304347825,0.4051105072463768,13.492391304347825,8.825
24 paraganas north,1999,Winter,7672.0,16278.0,2.121741397288842,Wheat,West Bengal,23.258973429951695,67.25775966183575,29.152512077294688,24.920496175523347,17.982053140096617,0.19535506743156195,10.745615942028985,0.7821014492753623
24 paraganas north,2000,Whole Year,1405.0,2713.0,1.930960854092527,Arecanut,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Monsoon,43.0,30.0,0.6976744186046512,Arhar/Tur,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Whole Year,3051.0,63509600.0,20815.99475581777,Coconut,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Whole Year,2913.0,3311.0,1.136628904909029,Dry chillies,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Monsoon,248.0,233.0,0.939516129032258,Ginger,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Winter,1123.0,780.0,0.6945681211041852,Gram,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Winter,980.0,750.0,0.7653061224489796,Groundnut,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Summer,3000.0,5139.0,1.713,Groundnut,West Bengal,29.484615384615385,78.61355311355311,33.75384615384615,31.12944139194139,26.37912087912088,0.2969972527472527,16.103296703296703,4.753846153846154
24 paraganas north,2000,Monsoon,55824.0,776920.0,13.91731155058756,Jute,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Winter,284.0,290.0,1.02112676056338,Khesari,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Winter,9229.0,7850.0,0.8505796944414346,Masoor,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Monsoon,971.0,8120.0,8.362512873326468,Mesta,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Summer,384.0,198.0,0.515625,Moong(Green Gram),West Bengal,29.484615384615385,78.61355311355311,33.75384615384615,31.12944139194139,26.37912087912088,0.2969972527472527,16.103296703296703,4.753846153846154
24 paraganas north,2000,Winter,518.0,440.0,0.8494208494208494,Peas & beans (Pulses),West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Whole Year,8452.0,189017.0,22.36358258400379,Potato,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Winter,40274.0,35430.0,0.8797238913442916,Rapeseed &Mustard,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Autumn,28438.0,47660.0,1.675926577115128,Rice,West Bengal,24.65036231884058,77.65307971014492,29.10326086956522,25.70137379227053,20.836231884057966,0.2914195350241546,10.956159420289854,4.040579710144927
24 paraganas north,2000,Summer,109077.0,341715.0,3.132786930333618,Rice,West Bengal,29.484615384615385,78.61355311355311,33.75384615384615,31.12944139194139,26.37912087912088,0.2969972527472527,16.103296703296703,4.753846153846154
24 paraganas north,2000,Winter,136439.0,251580.0,1.843900937415255,Rice,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2000,Whole Year,4191.0,4397.0,1.049152946790742,Sesamum,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Whole Year,1005.0,64640.0,64.31840796019901,Sugarcane,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Monsoon,11.0,6.0,0.5454545454545454,Sunflower,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Whole Year,815.0,2082.0,2.554601226993865,Turmeric,West Bengal,25.629344839942668,76.1606421205606,30.231948757763973,26.9771333512502,21.791125179168652,0.27838429188565056,12.667728738652652,3.964993430482561
24 paraganas north,2000,Monsoon,1266.0,770.0,0.608214849921011,Urad,West Bengal,27.68586956521739,86.00996376811594,30.83152173913044,28.70113224637681,25.55217391304348,0.3920602355072464,13.825,8.56304347826087
24 paraganas north,2000,Winter,13556.0,33850.0,2.497049277072883,Wheat,West Bengal,22.673447204968944,70.00952580028667,28.171213569039658,24.038979883341298,17.616602962255133,0.2122398396440516,10.371309125656952,1.2715420449116102
24 paraganas north,2001,Whole Year,1452.0,2680.0,1.845730027548209,Arecanut,West Bengal,25.462973668843233,77.17613282701598,30.090758746084834,26.810959356917238,21.654801720019112,0.2908351307710003,12.523025561395126,4.574671457769284
24 paraganas north,2001,Monsoon,27.0,40.0,1.481481481481481,Arhar/Tur,West Bengal,27.68478260869565,86.51313405797102,30.81630434782609,28.65457427536232,25.61304347826088,0.3968328804347826,13.848913043478262,8.429347826086957
24 paraganas north,2001,Whole Year,3134.0,66735400.0,21294.00127632419,Coconut,West Bengal,25.462973668843233,77.17613282701598,30.090758746084834,26.810959356917238,21.654801720019112,0.2908351307710003,12.523025561395126,4.574671457769284
24 paraganas north,2001,Monsoon,250.0,620.0,2.48,Cotton(lint),West Bengal,27.68478260869565,86.51313405797102,30.81630434782609,28.65457427536232,25.61304347826088,0.3968328804347826,13.848913043478262,8.429347826086957
24 paraganas north,2001,Whole Year,3619.0,5184.0,1.432439900525007,Dry chillies,West Bengal,25.462973668843233,77.17613282701598,30.090758746084834,26.810959356917238,21.654801720019112,0.2908351307710003,12.523025561395126,4.574671457769284
24 paraganas north,2001,Monsoon,267.0,253.0,0.947565543071161,Ginger,West Bengal,27.68478260869565,86.51313405797102,30.81630434782609,28.65457427536232,25.61304347826088,0.3968328804347826,13.848913043478262,8.429347826086957
24 paraganas north,2001,Winter,818.0,665.0,0.812958435207824,Gram,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Winter,974.0,592.0,0.6078028747433265,Groundnut,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Summer,2860.0,3932.0,1.374825174825175,Groundnut,West Bengal,28.71208791208792,79.73076923076923,32.870329670329674,30.117765567765566,25.667032967032966,0.3220105311355311,15.093406593406591,7.581318681318682
24 paraganas north,2001,Monsoon,61405.0,886561.0,14.43792850745053,Jute,West Bengal,27.68478260869565,86.51313405797102,30.81630434782609,28.65457427536232,25.61304347826088,0.3968328804347826,13.848913043478262,8.429347826086957
24 paraganas north,2001,Winter,487.0,391.0,0.8028747433264887,Khesari,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Winter,176.0,71.0,0.4034090909090909,Linseed,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Winter,5101.0,2296.0,0.4501078219956871,Masoor,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Monsoon,1059.0,11169.0,10.54674220963173,Mesta,West Bengal,27.68478260869565,86.51313405797102,30.81630434782609,28.65457427536232,25.61304347826088,0.3968328804347826,13.848913043478262,8.429347826086957
24 paraganas north,2001,Summer,15.0,6.0,0.4,Moong(Green Gram),West Bengal,28.71208791208792,79.73076923076923,32.870329670329674,30.117765567765566,25.667032967032966,0.3220105311355311,15.093406593406591,7.581318681318682
24 paraganas north,2001,Winter,799.0,512.0,0.6408010012515645,Peas & beans (Pulses),West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
24 paraganas north,2001,Whole Year,7067.0,138137.0,19.54676666194991,Potato,West Bengal,25.462973668843233,77.17613282701598,30.090758746084834,26.810959356917238,21.654801720019112,0.2908351307710003,12.523025561395126,4.574671457769284
24 paraganas north,2001,Winter,44542.0,29782.0,0.6686273629383503,Rapeseed &Mustard,West Bengal,22.727512077294687,71.23031400966184,28.33820048309179,24.235748792270535,17.669565217391302,0.2222485557568438,10.574891304347826,1.144009661835749
